DJ;Dames juniors;;;D;2007;2014;;;True;False;;
HJ;Hommes juniors;;;H;2007;2014;;;True;False;;
D1;Dames 1;;;D;1997;2006;;;True;False;;
H1;Hommes 1;;;H;1997;2006;;;True;False;;
D2;Dames 2;;;D;1987;1996;;;True;False;;
H2;Hommes 2;;;H;1987;1996;;;True;False;;
D3;Dames 3;;;D;1977;1986;;;True;False;;
H3;Hommes 3;;;H;1977;1986;;;True;False;;
D4;Dames 4;;;D;1904;1976;;;True;False;;
H4;Hommes 4;;;H;1904;1976;;;True;False;;
