CM1G;Megapop;;;H;2011;2012;;;True;False;;
CM1F;Megapopette ;;;D;2011;2012;;;True;False;;
CM2G;Maxipop ;;;H;2009;2010;;;True;False;;
CM2F;Maxipopette;;;D;2009;2010;;;True;False;;
